id	tname	datecollected	latitude	longitude	depth	temperature	salinity	nitrate	oxygen	phosphate	silicate
728038433	Scyliorhinus canicula	13/11/2003	59.26	-4.2805	93	9.02	35.216	9.449	6.1	0.691	4.053
727973301	Leucoraja naevus	10/03/1987	55.4333	-9.2	110	10.174	35.368	10.156	5.91	0.684	4.026
727974247	Scyliorhinus canicula	07/03/2004	58.6722	-7.2222	100	9.818	35.289	10.42	5.916	0.688	3.963
728044173	Leucoraja naevus	24/10/2001	59.263	-4.2662	95	9.02	35.216	9.449	6.1	0.691	4.053
728044205	Leucoraja naevus	10/03/2001	56.4465	-7.4522	125	9.645	35.299	10.524	5.785	0.734	4.677
727979073	Squalus acanthias	26/11/2007	55.8277	-7.7367	120						
728047266	Scyliorhinus canicula	29/03/2005	59.219	-4.1373	112	9.02	35.216	9.449	6.1	0.691	4.053
728052218	Raja clavata	27/10/2001	58.2983	-8.5083	115	9.619	35.357	11.31	5.948	0.735	4.748
728052897	Scyliorhinus canicula	28/10/2001	58.0618	-9.0242	189	9.419	35.364	11.673	5.949	0.764	5.292
728053317	Scyliorhinus canicula	10/03/2001	55.8238	-8.2635	156						
727987158	Raja montagui	24/11/1998	56.1833	-7.25	95	9.732	35.183	10.14	5.823	0.669	3.744
728053307	Scyliorhinus canicula	10/03/2001	55.8238	-8.2635	156						
728053224	Scyliorhinus canicula	03/11/2001	55.8342	-7.7042	137						
728053201	Scyliorhinus canicula	09/03/2001	54.5188	-5.2078	130						
728053290	Scyliorhinus canicula	03/11/2001	55.9982	-7.2087	112						
727987874	Scyliorhinus canicula	18/02/1998	56.6	-8.4167	165	9.738	35.361	10.914	5.868	0.707	4.143
727987846	Scyliorhinus canicula	18/02/1998	56.45	-7.45	136	9.645	35.299	10.524	5.785	0.734	4.677
727987765	Scyliorhinus canicula	18/02/1998	56.6	-7.3667	172						
728053764	Scyliorhinus canicula	11/11/2001	57.9235	-6.2165	90						
727987794	Scyliorhinus canicula	18/02/1998	56.6	-7.3667	172						
727988021	Scyliorhinus canicula	15/11/1998	56.2167	-9.1167	184	9.786	35.378	12.039	5.898	0.75	4.469
727988551	Scyliorhinus canicula	03/03/1998	58.6167	-7.3333	100	9.818	35.289	10.42	5.916	0.688	3.963
727988568	Scyliorhinus canicula	24/11/1998	56.1833	-7.25	95	9.732	35.183	10.14	5.823	0.669	3.744
728055338	Squalus acanthias	30/11/2003	58.05	-6.193	108						
727989724	Squalus acanthias	17/11/1998	54.4833	-9.4833	98						
727989767	Squalus acanthias	22/11/1998	53.7167	-5.6333	90	10.165	34.498	8.297	6.219	0.664	5.948
728056952	Squalus acanthias	10/03/2001	55.8238	-8.2635	156						
728058611	Scyliorhinus canicula	19/11/2005	58.6603	-7.1927	100	9.818	35.289	10.42	5.916	0.688	3.963
728059158	Scyliorhinus canicula	26/11/2005	53.7938	-4.9238	74						
727994803	Dipturus batis	17/11/1999	56.2167	-9.1167	190	9.786	35.378	12.039	5.898	0.75	4.469
727997875	Squalus acanthias	15/11/2003	58.6747	-7.2257	94	9.818	35.289	10.42	5.916	0.688	3.963
728071142	Scyliorhinus canicula	01/03/1998	55.8167	-8.2333	144						
728007074	Scyliorhinus canicula	14/11/1999	58.6	-7.3333	97	9.818	35.289	10.42	5.916	0.688	3.963
728007331	Scyliorhinus canicula	05/03/1999	56.3167	-8.4333	152	9.738	35.361	10.914	5.868	0.707	4.143
728007472	Scyliorhinus canicula	05/03/1999	55.4333	-9.2	124	10.058	35.382	10.273	5.908	0.697	4.322
728007916	Scyliorhinus canicula	13/03/1999	53.7333	-4.65	70						
728009297	Squalus acanthias	17/03/1999	58.3833	-5.7	114						
728078138	Squalus acanthias	15/03/2005	58.0513	-9.0305	185	9.419	35.364	11.673	5.949	0.764	5.292
728078601	Raja montagui	21/11/2003	53.8158	-4.8547	64						
728078359	Squalus acanthias	03/12/2005	56.5513	-7.3377	150						
728078390	Squalus acanthias	03/12/2005	57.1337	-6.7167	135						
728079362	Scyliorhinus canicula	15/11/2003	58.2043	-7.3235	97	9.818	35.289	10.42	5.916	0.688	3.963
728018562	Galeus melastomus	18/11/2000	56.1333	-9.2167	450	9.474	35.38	12.345	5.706	0.821	5.144
728084838	Galeus melastomus	13/01/1985	56.9167	-6.9833	124						
728085758	Raja montagui	21/03/2003	58.545	-5.5678	119						
728089474	Galeus melastomus	18/02/1998	56.45	-7.45	136	9.645	35.299	10.524	5.785	0.734	4.677
728024402	Leucoraja naevus	29/11/2005	54.593	-10.3157	120	10.116	35.395	10.567	5.918	0.727	3.4
728024563	Leucoraja naevus	17/03/2003	54.6133	-8.8638	88						
728092133	Raja montagui	26/03/1994	58.7	-4.3167	91						
728029264	Squalus acanthias	04/03/2003	56.353	-8.5073	160	9.738	35.361	10.914	5.868	0.707	4.143
728030024	Squalus acanthias	04/03/2003	56.353	-8.5073	160	9.738	35.361	10.914	5.868	0.707	4.143
728030992	Scyliorhinus canicula	01/03/2003	59.4407	-3.889	148						
728095579	Scyliorhinus canicula	16/03/1986	55.4333	-9.2	109	10.174	35.368	10.156	5.91	0.684	4.026
728031968	Scyliorhinus canicula	01/03/2003	59.4407	-3.889	148						
728095773	Scyliorhinus canicula	17/11/2003	57.3158	-9.0492	140	9.707	35.373	11.122	5.968	0.723	4.729
728031575	Raja montagui	15/03/2000	58.2667	-7.35	70	10.024	35.268	9.234	6.005	0.625	3.757
728096703	Dipturus batis	01/12/2004	58.5533	-6.0967	100						
728032322	Scyliorhinus canicula	06/03/2000	56.6167	-7.3667	162						
728032617	Scyliorhinus canicula	09/03/2000	54.0833	-3.65	26						
728032489	Scyliorhinus canicula	18/11/2000	56.2	-9.1	170	9.836	35.378	10.854	5.929	0.711	4.394
728032597	Scyliorhinus canicula	19/11/2000	54.55	-10.1833	112	10.225	35.396	10.11	5.934	0.713	3.485
728032654	Scyliorhinus canicula	10/03/2000	53.4833	-4.2	38						
728032710	Scyliorhinus canicula	21/11/2000	55.1	-9.3667	102	10.174	35.368	10.156	5.91	0.684	4.026
728032953	Scyliorhinus canicula	01/03/2003	59.4407	-3.889	148						
728033071	Scyliorhinus canicula	24/11/2000	53.9333	-3.7833	35						
728098028	Scyliorhinus canicula	18/03/1986	56.6	-7.3667	157						
728035046	Squalus acanthias	14/03/2000	57.5667	-8.5	158	9.75	35.39	10.833	5.939	0.697	4.848
728034985	Squalus acanthias	18/11/2000	56.1333	-9.2167	450	9.474	35.38	12.345	5.706	0.821	5.144
728101119	Squalus acanthias	29/11/2002	56.6298	-7.3497	165						
728102040	Leucoraja naevus	22/03/2006	53.7433	-4.2727	50						
728103883	Squalus acanthias	18/03/1986	56.4167	-6.7	82						
728105386	Galeus melastomus	04/03/2003	56.353	-8.5073	160	9.738	35.361	10.914	5.868	0.707	4.143
728044204	Leucoraja naevus	10/03/2001	56.4465	-7.4522	125	9.645	35.299	10.524	5.785	0.734	4.677
728111600	Scyliorhinus canicula	10/03/1987	55.4333	-9.2	110	10.174	35.368	10.156	5.91	0.684	4.026
728111574	Scyliorhinus canicula	14/03/1987	56.7965	-9.0373	180	9.786	35.378	12.039	5.898	0.75	4.469
728111670	Scyliorhinus canicula	11/03/1987	55.85	-7.8	145						
728111829	Scyliorhinus canicula	06/03/1987	59.35	-5.2	115	9.061	35.292	11.758	6.082	0.78	4.956
728112171	Raja clavata	20/03/1987	58.8167	-6.2833	120						
728049389	Squalus acanthias	11/03/2003	53.9963	-5.7577	45	10.4	34.355	6.989	6.148	0.591	4.593
728114138	Scyliorhinus canicula	06/03/2011	55.0578	-8.736	80	10.257	35.288	8.724	5.949	0.634	4.044
728115636	Mustelus asterias	04/03/2011	56.0015	-8.86	130	9.827	35.35	10.437	5.857	0.712	4.627
728052339	Raja montagui	13/11/2001	58.8807	-3.6388	87						
728052711	Scyliorhinus canicula	24/10/2001	59.263	-4.2662	95	9.02	35.216	9.449	6.1	0.691	4.053
728053282	Scyliorhinus canicula	03/11/2001	55.9982	-7.2087	112						
728053491	Scyliorhinus canicula	10/03/2001	56.4465	-7.4522	125	9.645	35.299	10.524	5.785	0.734	4.677
728054341	Scyliorhinus canicula	12/11/2001	59.438	-5.4553	109	9.143	35.225	10.021	6.095	0.7	4.143
728054374	Raja montagui	10/03/2001	55.9108	-6.718	60						
728055539	Galeus melastomus	28/11/2004	56.6097	-7.3837	175						
728056719	Squalus acanthias	30/10/2001	56.6135	-8.4368	162	9.738	35.361	10.914	5.868	0.707	4.143
728058186	Scyliorhinus canicula	17/11/2005	59.2993	-3.973	120	8.652	35.27	10.837	6.119	0.769	4.771
728122605	Scyliorhinus canicula	10/03/2010	59.235	-6.5223	130	9.189	35.31	11.983	6.063	0.776	4.966
728122930	Scyliorhinus canicula	01/03/2010	55.1765	-10.0518	400	9.693	35.404	12.772	5.86	0.836	5.565
728058459	Scyliorhinus canicula	19/11/2005	58.6603	-7.1927	100	9.818	35.289	10.42	5.916	0.688	3.963
728123089	Scyliorhinus canicula	24/02/2010	58.061	-9.0332	195	9.419	35.364	11.673	5.949	0.764	5.292
728123172	Scyliorhinus canicula	24/02/2010	58.5203	-8.049	150	9.55	35.363	11.325	6.018	0.737	4.935
728123459	Scyliorhinus canicula	21/02/2010	59.227	-4.083	120	8.875	35.279	11.318	6.101	0.776	4.871
728059163	Scyliorhinus canicula	26/11/2005	53.7938	-4.9238	74						
728123865	Raja montagui	21/02/2010	59.227	-4.083	120	8.875	35.279	11.318	6.101	0.776	4.871
728123869	Raja montagui	21/02/2010	59.227	-4.083	120	8.875	35.279	11.318	6.101	0.776	4.871
728125395	Squalus acanthias	10/03/2009	58.851	-3.7428	95						
728125499	Squalus acanthias	10/03/2009	58.851	-3.7428	95						
728061176	Scyliorhinus canicula	27/11/2005	54.0763	-4.0107	43						
728125951	Scyliorhinus canicula	25/03/2009	56.2117	-7.2213	90	9.732	35.183	10.14	5.823	0.669	3.744
728126395	Scyliorhinus canicula	19/03/2009	55.7395	-9.0875	130	10.058	35.382	10.273	5.908	0.697	4.322
728126836	Scyliorhinus canicula	12/11/2009	56.7697	-9.0132	170	9.836	35.378	10.854	5.929	0.711	4.394
728128127	Raja montagui	07/11/2009	59.0277	-4.2205	60	9.434	35.136	6.932	6.227	0.588	3.149
728066433	Galeus melastomus	29/11/2002	56.6863	-7.4057	190						
728074161	Scyliorhinus canicula	21/11/1992	55.7167	-9.1167	112	10.174	35.368	10.156	5.91	0.684	4.026
728077099	Raja clavata	01/03/1991	57.5833	-9.05	150	9.707	35.373	11.122	5.968	0.723	4.729
728143304	Scyliorhinus canicula	24/11/2008	55.978	-7.3037	110						
728143675	Scyliorhinus canicula	16/03/2008	56.1938	-9.1005	180	9.786	35.378	12.039	5.898	0.75	4.469
728143790	Scyliorhinus canicula	16/03/2008	55.741	-9.0872	150	10.09	35.412	10.361	5.922	0.691	4.269
728078187	Squalus acanthias	19/11/2005	58.6603	-7.1927	100	9.818	35.289	10.42	5.916	0.688	3.963
728143869	Scyliorhinus canicula	14/03/2008	55.818	-7.7032	130						
728144380	Scyliorhinus canicula	10/11/2008	58.763	-5.742	105	9.5	35.177	9.112	5.993	0.651	3.645
728144351	Scyliorhinus canicula	10/11/2008	58.5613	-5.5698	130						
728145916	Raja montagui	02/03/2008	59.2328	-4.0465	122	8.875	35.279	11.318	6.101	0.776	4.871
728082905	Galeus melastomus	07/03/1990	56.95	-6.9833	130						
728083807	Scyliorhinus canicula	12/03/1988	58.6167	-7.3167	95	9.818	35.289	10.42	5.916	0.688	3.963
728087478	Scyliorhinus canicula	18/03/2004	55.1613	-10.0605	400	9.693	35.404	12.772	5.86	0.836	5.565
728090284	Scyliorhinus canicula	23/11/2004	54.6115	-4.1852	65						
728094004	Scyliorhinus canicula	09/03/1986	57.5	-9.0833	135	9.758	35.362	10.996	5.924	0.716	4.712
728093538	Scyliorhinus canicula	04/03/2003	56.353	-8.5073	160	9.738	35.361	10.914	5.868	0.707	4.143
728095146	Scyliorhinus canicula	16/03/1986	55.4333	-9.2	109	10.174	35.368	10.156	5.91	0.684	4.026
728095156	Scyliorhinus canicula	16/03/1986	55.4333	-9.2	109	10.174	35.368	10.156	5.91	0.684	4.026
728095588	Scyliorhinus canicula	16/03/1986	55.4333	-9.2	109	10.174	35.368	10.156	5.91	0.684	4.026
728096514	Scyliorhinus canicula	17/11/2003	56.9377	-9.0403	144	9.836	35.378	10.854	5.929	0.711	4.394
728097793	Scyliorhinus canicula	18/03/1986	56.6	-7.3667	157						
728164317	Leucoraja naevus	02/03/2010	55.4693	-7.6338	60						
728165859	Scyliorhinus canicula	13/03/2002	56.3298	-8.4547	150	9.738	35.361	10.914	5.868	0.707	4.143
728101215	Squalus acanthias	09/03/1986	57.5	-9.0833	135	9.758	35.362	10.996	5.924	0.716	4.712
728101375	Squalus acanthias	29/11/2002	56.6863	-7.4057	190						
727779607	Scyliorhinus canicula	17/03/2003	54.33	-10.3192	121	10.116	35.395	10.567	5.918	0.727	3.4
727783825	Leucoraja naevus	27/11/2007	56.1848	-7.3638	95	9.732	35.183	10.14	5.823	0.669	3.744
728108008	Galeus melastomus	04/03/1988	57.1667	-6.9833	123						
728110920	Squalus acanthias	17/03/1987	58.45	-6.05	84						
728111597	Scyliorhinus canicula	10/03/1987	55.4333	-9.2	110	10.174	35.368	10.156	5.91	0.684	4.026
728111575	Scyliorhinus canicula	14/03/1987	56.7965	-9.0373	180	9.786	35.378	12.039	5.898	0.75	4.469
728112213	Raja clavata	14/03/1987	56.7965	-9.0373	180	9.786	35.378	12.039	5.898	0.75	4.469
727789884	Scyliorhinus canicula	11/01/1985	55.4167	-9.1667	112	10.174	35.368	10.156	5.91	0.684	4.026
728114418	Scyliorhinus canicula	28/02/2011	58.3755	-8.3538	163	9.55	35.363	11.325	6.018	0.737	4.935
727790657	Squalus acanthias	11/01/1985	55.4167	-9.1667	112	10.174	35.368	10.156	5.91	0.684	4.026
727790700	Squalus acanthias	13/01/1985	55.9167	-6.7167	56						
728114910	Raja montagui	14/03/2011	58.7952	-6.2178	115						
727796541	Raja clavata	19/03/1988	59.4642	-3.8627	150						
727796928	Scyliorhinus canicula	09/03/1988	56.4333	-7.4417	115	9.645	35.299	10.524	5.785	0.734	4.677
728122318	Squalus acanthias	10/03/2010	59.235	-6.5223	130	9.189	35.31	11.983	6.063	0.776	4.966
728123862	Raja montagui	21/02/2010	59.227	-4.083	120	8.875	35.279	11.318	6.101	0.776	4.871
728123460	Scyliorhinus canicula	21/02/2010	59.227	-4.083	120	8.875	35.279	11.318	6.101	0.776	4.871
728123410	Scyliorhinus canicula	21/02/2010	59.227	-4.083	120	8.875	35.279	11.318	6.101	0.776	4.871
728126385	Scyliorhinus canicula	14/11/2009	55.8478	-7.7958	140						
728126834	Scyliorhinus canicula	12/11/2009	56.7697	-9.0132	170	9.836	35.378	10.854	5.929	0.711	4.394
728126863	Scyliorhinus canicula	12/11/2009	56.7697	-9.0132	170	9.836	35.378	10.854	5.929	0.711	4.394
728127010	Scyliorhinus canicula	15/03/2009	58.5245	-8.033	150	9.55	35.363	11.325	6.018	0.737	4.935
728128092	Raja montagui	14/11/2009	55.8478	-7.7958	140						
727815002	Raja montagui	06/03/1990	58.8167	-6.2833	125						
728142760	Squalus acanthias	10/11/2008	58.5613	-5.5698	130						
728142769	Squalus acanthias	10/11/2008	58.5613	-5.5698	130						
728144080	Scyliorhinus canicula	09/03/2008	56.5472	-7.3385	146						
728143757	Scyliorhinus canicula	16/03/2008	56.1938	-9.1005	180	9.786	35.378	12.039	5.898	0.75	4.469
728143766	Scyliorhinus canicula	16/03/2008	55.741	-9.0872	150	10.09	35.412	10.361	5.922	0.691	4.269
728143897	Scyliorhinus canicula	14/03/2008	55.818	-7.7032	130						
728143939	Scyliorhinus canicula	14/03/2008	55.9897	-7.2462	115						
728144112	Scyliorhinus canicula	12/11/2008	58.5192	-8.0532	150	9.55	35.363	11.325	6.018	0.737	4.935
728144373	Scyliorhinus canicula	10/11/2008	58.763	-5.742	105	9.5	35.177	9.112	5.993	0.651	3.645
728144393	Scyliorhinus canicula	10/11/2008	58.763	-5.742	105	9.5	35.177	9.112	5.993	0.651	3.645
728183090	Raja clavata	25/11/2003	54.5527	-10.1943	117	10.116	35.395	10.567	5.918	0.727	3.4
728180848	Galeus melastomus	18/02/1998	56.6	-7.3667	172						
728164328	Leucoraja naevus	07/03/2010	56.4665	-7.4867	145						
728186041	Leucoraja naevus	11/11/2001	57.9235	-6.2165	90						
728186958	Raja clavata	15/03/2005	57.7198	-9.0833	155	9.707	35.373	11.122	5.968	0.723	4.729
728186875	Squalus acanthias	29/11/2003	57.0928	-7.041	145						
728187071	Squalus acanthias	11/11/2001	57.9235	-6.2165	90						
728187886	Scyliorhinus canicula	02/12/2005	55.9877	-7.2555	115						
728187874	Scyliorhinus canicula	02/12/2005	55.9877	-7.2555	115						
728190133	Scyliorhinus canicula	18/03/1986	56.6	-7.3667	157						
728191162	Scyliorhinus canicula	04/03/2011	56.0015	-8.86	130	9.827	35.35	10.437	5.857	0.712	4.627
728191781	Scyliorhinus canicula	10/03/2010	59.235	-6.5223	130	9.189	35.31	11.983	6.063	0.776	4.966
728174972	Scyliorhinus canicula	26/11/1993	51.2	-9.5	102						
728193060	Squalus acanthias	17/03/2008	56.6048	-8.521	160	9.738	35.361	10.914	5.868	0.707	4.143
728193241	Scyliorhinus canicula	02/03/2008	59.2328	-4.0465	122	8.875	35.279	11.318	6.101	0.776	4.871
728177349	Scyliorhinus canicula	18/03/2006	56.2157	-9.1065	179	9.786	35.378	12.039	5.898	0.75	4.469
727830777	Raja clavata	29/11/2002	57.09	-7.0417	145						
727831834	Raja montagui	04/03/2002	58.5467	-5.5833	125						
728187880	Scyliorhinus canicula	02/12/2005	55.9877	-7.2555	115						
728187879	Scyliorhinus canicula	02/12/2005	55.9877	-7.2555	115						
728187919	Scyliorhinus canicula	02/12/2005	55.9877	-7.2555	115						
727838328	Scyliorhinus canicula	03/03/1991	56.5333	-9	140	9.836	35.378	10.854	5.929	0.711	4.394
727838817	Scyliorhinus canicula	14/03/1991	58.43	-6.05	90						
727838792	Scyliorhinus canicula	13/03/1991	58.7833	-5.0833	100	9.5	35.177	9.112	5.993	0.651	3.645
727839699	Squalus acanthias	13/03/1991	58.7833	-5.0833	100	9.5	35.177	9.112	5.993	0.651	3.645
727839751	Squalus acanthias	14/03/1991	58.43	-6.05	90						
728191319	Raja clavata	28/02/2011	58.3755	-8.3538	163	9.55	35.363	11.325	6.018	0.737	4.935
728191779	Scyliorhinus canicula	10/03/2010	59.235	-6.5223	130	9.189	35.31	11.983	6.063	0.776	4.966
728193238	Scyliorhinus canicula	02/03/2008	59.2328	-4.0465	122	8.875	35.279	11.318	6.101	0.776	4.871
728193081	Scyliorhinus canicula	24/11/2008	56.6068	-8.5498	145	9.738	35.361	10.914	5.868	0.707	4.143
727847192	Leucoraja naevus	21/11/1992	57.3167	-9.15	145	9.707	35.373	11.122	5.968	0.723	4.729
727853215	Scyliorhinus canicula	18/11/1992	59.35	-5.0667	140	9.047	35.338	12.183	6.158	0.777	5.117
727853203	Scyliorhinus canicula	02/03/1992	58.8167	-3.8333	96						
727853347	Scyliorhinus canicula	21/11/1992	55.7167	-9.1167	112	10.174	35.368	10.156	5.91	0.684	4.026
727853328	Scyliorhinus canicula	21/11/1992	55.7167	-9.1167	112	10.174	35.368	10.156	5.91	0.684	4.026
727853294	Scyliorhinus canicula	21/11/1992	57.3167	-9.15	145	9.707	35.373	11.122	5.968	0.723	4.729
727789769	Scyliorhinus canicula	06/01/1985	59.05	-5.9167	78	9.309	35.188	8.788	6.167	0.644	3.752
727789880	Scyliorhinus canicula	11/01/1985	55.4167	-9.1667	112	10.174	35.368	10.156	5.91	0.684	4.026
727789979	Scyliorhinus canicula	13/01/1985	56.9167	-6.9833	124						
727790080	Scyliorhinus canicula	17/01/1985	56.6667	-7.3833	184						
727790637	Squalus acanthias	11/01/1985	55.4167	-9.1667	112	10.174	35.368	10.156	5.91	0.684	4.026
727860197	Scyliorhinus canicula	14/11/2007	58.6658	-4.287	90						
727860562	Scyliorhinus canicula	13/03/2007	59.2643	-6.357	161	9.144	35.339	12.103	6.136	0.773	5.105
727860824	Scyliorhinus canicula	15/03/2007	58.062	-9.0203	188	9.419	35.364	11.673	5.949	0.764	5.292
727861102	Scyliorhinus canicula	20/11/2007	55.9968	-8.8572	130	9.977	35.361	9.892	5.888	0.698	4.595
727869053	Raja brachyura	23/11/1993	55.7833	-9.0833	137	10.058	35.382	10.273	5.908	0.697	4.322
727796942	Scyliorhinus canicula	09/03/1988	56.4333	-7.4417	115	9.645	35.299	10.524	5.785	0.734	4.677
727797397	Squalus acanthias	04/03/1988	57.1667	-6.9833	123						
727864008	Scyliorhinus canicula	26/11/2007	55.8277	-7.7367	120						
727864007	Scyliorhinus canicula	26/11/2007	55.8277	-7.7367	120						
727800225	Leucoraja naevus	06/03/1989	58.6167	-3.8833	72						
727867755	Scyliorhinus canicula	27/03/2007	59.3488	-5.174	124	9.061	35.292	11.758	6.082	0.78	4.956
727867663	Scyliorhinus canicula	27/11/2007	56.1848	-7.3638	95	9.732	35.183	10.14	5.823	0.669	3.744
727867660	Scyliorhinus canicula	27/11/2007	56.1848	-7.3638	95	9.732	35.183	10.14	5.823	0.669	3.744
727867792	Scyliorhinus canicula	27/11/2007	56.1848	-7.3638	95	9.732	35.183	10.14	5.823	0.669	3.744
727803503	Raja montagui	03/03/1989	58.8167	-6.2833	121						
727869126	Raja montagui	22/11/1993	57.5667	-8.5	158	9.75	35.39	10.833	5.939	0.697	4.848
727803861	Scyliorhinus canicula	11/03/1989	56.221	-8.2932	164	9.738	35.361	10.914	5.868	0.707	4.143
727869691	Scyliorhinus canicula	05/03/1993	59.25	-4.2833	103	9.02	35.216	9.449	6.1	0.691	4.053
727803974	Scyliorhinus canicula	16/03/1989	56.0333	-9.0667	155	9.836	35.378	10.854	5.929	0.711	4.394
727869686	Scyliorhinus canicula	19/11/1993	59.25	-4.3	96	9.02	35.216	9.449	6.1	0.691	4.053
727803908	Scyliorhinus canicula	15/03/1989	55.85	-7.8	138						
727803970	Scyliorhinus canicula	16/03/1989	56.0333	-9.0667	155	9.836	35.378	10.854	5.929	0.711	4.394
727869729	Scyliorhinus canicula	22/11/1993	57.5667	-8.5	158	9.75	35.39	10.833	5.939	0.697	4.848
727804372	Squalus acanthias	11/03/1989	56.221	-8.2932	164	9.738	35.361	10.914	5.868	0.707	4.143
727870719	Squalus acanthias	05/03/1993	58.8167	-3.8167	98						
727870734	Squalus acanthias	05/03/1993	58.8167	-3.8167	98						
727815718	Scyliorhinus canicula	06/03/1990	58.8167	-6.2833	125						
727883615	Scyliorhinus canicula	19/03/1994	56.0167	-9.05	158	9.836	35.378	10.854	5.929	0.711	4.394
727883891	Scyliorhinus canicula	04/12/1994	56.1833	-7.35	102	9.732	35.183	10.14	5.823	0.669	3.744
727884726	Squalus acanthias	28/03/1994	58.8212	-3.9723	95						
727824744	Scyliorhinus canicula	03/12/2003	58.8828	-3.7862	104						
727828229	Raja clavata	07/03/1986	57.2833	-8.4833	138	9.75	35.39	10.833	5.939	0.697	4.848
727897132	Raja montagui	17/11/2006	59.2302	-4.2645	102	9.02	35.216	9.449	6.1	0.691	4.053
727897098	Raja clavata	02/12/2006	56.4048	-6.7637	81						
727899499	Scyliorhinus canicula	27/03/1995	56.0167	-9.05	154	9.836	35.378	10.854	5.929	0.711	4.394
727900731	Scyliorhinus canicula	25/11/2003	54.2997	-10.3192	120	10.116	35.395	10.567	5.918	0.727	3.4
727901928	Squalus acanthias	06/04/1995	58.8167	-3.8167	96						
727901927	Squalus acanthias	06/04/1995	58.8167	-3.8167	96						
727838283	Scyliorhinus canicula	02/12/1991	54.35	-10.3167	118	10.116	35.395	10.567	5.918	0.727	3.4
727838324	Scyliorhinus canicula	03/03/1991	56.5333	-9	140	9.836	35.378	10.854	5.929	0.711	4.394
727838713	Scyliorhinus canicula	14/12/1991	57.3167	-9.1833	143	9.707	35.373	11.122	5.968	0.723	4.729
727838790	Scyliorhinus canicula	13/03/1991	58.7833	-5.0833	100	9.5	35.177	9.112	5.993	0.651	3.645
727839261	Squalus acanthias	01/12/1991	56.1833	-7.3667	100	9.732	35.183	10.14	5.823	0.669	3.744
727908017	Scyliorhinus canicula	13/03/2006	58.0337	-5.769	121						
727908016	Scyliorhinus canicula	13/03/2006	58.0337	-5.769	121						
727907993	Scyliorhinus canicula	17/11/2006	59.2302	-4.2645	102	9.02	35.216	9.449	6.1	0.691	4.053
727908144	Scyliorhinus canicula	14/03/2006	59.238	-6.5138	144	9.144	35.339	12.103	6.136	0.773	5.105
727908572	Scyliorhinus canicula	24/11/2006	57.0898	-8.7412	130	9.818	35.372	10.695	5.846	0.706	4.701
727912359	Scyliorhinus canicula	02/12/2006	56.4048	-6.7637	81						
727851749	Raja montagui	14/11/2007	59.2598	-4.2778	90	9.02	35.216	9.449	6.1	0.691	4.053
727851765	Raja montagui	13/03/2007	59.2407	-6.4978	146	9.144	35.339	12.103	6.136	0.773	5.105
727851784	Raja montagui	13/03/2007	59.2407	-6.4978	146	9.144	35.339	12.103	6.136	0.773	5.105
727852678	Raja montagui	03/12/1992	56.1833	-7.35	100	9.732	35.183	10.14	5.823	0.669	3.744
727854369	Squalus acanthias	21/11/1992	55.7167	-9.1167	112	10.174	35.368	10.156	5.91	0.684	4.026
727919730	Scyliorhinus canicula	10/11/1996	54.5833	-10.2833	120	10.116	35.395	10.567	5.918	0.727	3.4
727860412	Scyliorhinus canicula	14/11/2007	59.2598	-4.2778	90	9.02	35.216	9.449	6.1	0.691	4.053
727861148	Scyliorhinus canicula	21/03/2007	56.6145	-8.436	163	9.738	35.361	10.914	5.868	0.707	4.143
727861364	Scyliorhinus canicula	22/03/2007	55.7975	-9.087	144	10.09	35.412	10.361	5.922	0.691	4.269
727862942	Leucoraja naevus	14/03/1993	58.2667	-7.35	74	10.024	35.268	9.234	6.005	0.625	3.757
727864002	Scyliorhinus canicula	26/11/2007	55.8277	-7.7367	120						
727932136	Scyliorhinus canicula	18/03/2002	56.4815	-7.4962	156						
727868523	Mustelus mustelus	05/03/1993	59.25	-4.2833	103	9.02	35.216	9.449	6.1	0.691	4.053
727869118	Raja montagui	19/11/1993	59.25	-4.3	96	9.02	35.216	9.449	6.1	0.691	4.053
727869230	Raja montagui	03/12/1993	55.1333	-9.3833	110	10.174	35.368	10.156	5.91	0.684	4.026
727869221	Raja montagui	14/03/1993	58.2667	-7.35	74	10.024	35.268	9.234	6.005	0.625	3.757
727869679	Scyliorhinus canicula	05/03/1993	59.25	-4.2833	103	9.02	35.216	9.449	6.1	0.691	4.053
727870259	Scyliorhinus canicula	03/12/1993	55.1333	-9.3833	110	10.174	35.368	10.156	5.91	0.684	4.026
727870166	Scyliorhinus canicula	11/03/1993	56.45	-7.45	140						
727870160	Scyliorhinus canicula	11/03/1993	56.45	-7.45	140						
727870265	Scyliorhinus canicula	03/12/1993	55.1333	-9.3833	110	10.174	35.368	10.156	5.91	0.684	4.026
727870264	Scyliorhinus canicula	03/12/1993	55.1333	-9.3833	110	10.174	35.368	10.156	5.91	0.684	4.026
727870752	Squalus acanthias	20/11/1993	59.35	-6.3667	167	9.144	35.339	12.103	6.136	0.773	5.105
727946423	Raja montagui	13/03/1997	58.2	-7.3167	92	9.818	35.289	10.42	5.916	0.688	3.963
727946394	Raja montagui	03/12/1997	55.9667	-6.6333	60						
727946946	Scyliorhinus canicula	04/03/1997	54.0333	-5.2	84						
727947084	Scyliorhinus canicula	30/11/1997	54.5833	-9.55	100						
727947563	Scyliorhinus canicula	12/03/1997	58	-9.0667	185	9.419	35.364	11.673	5.949	0.764	5.292
